case,frame_id,culling_recent_points,culling_remaining_recent_points,culling_recent_near_boundary,culling_recent_clean_static,culling_recent_direct_dynamic,culling_near_prebad,culling_near_culled_found_ratio,culling_near_culled_low_obs,culling_near_survived,culling_near_matured,culling_clean_culled_found_ratio,culling_clean_culled_low_obs,culling_clean_survived,culling_clean_matured,lm_created_near_boundary_new_points,lm_created_clean_static_new_points,lm_created_direct_dynamic_new_points,lm_triangulated_points,lm_created_map_points,pose_near_chi2_mean_weighted,pose_near_inlier_chi2_mean_weighted,pose_clean_chi2_mean_weighted,pose_clean_inlier_chi2_mean_weighted,pose_admission_near_chi2_mean_weighted,ckf_created_near_share,lm_created_near_share,pose_near_outlier_rate,pose_clean_outlier_rate,pose_direct_dynamic_outlier_rate,pose_admission_near_outlier_rate,pose_near_to_clean_chi2_ratio,culling_near_removed_events,culling_clean_removed_events,culling_near_removed_event_rate,culling_clean_removed_event_rate,pose_all_edges,pose_all_inliers,pose_all_outliers,pose_near_edges,pose_near_inliers,pose_near_outliers,pose_clean_edges,pose_clean_inliers,pose_clean_outliers,pose_direct_dynamic_edges,pose_direct_dynamic_inliers,pose_direct_dynamic_outliers,pose_admission_near_edges,pose_admission_near_inliers,pose_admission_near_outliers,ckf_created_near_boundary_new_points,ckf_created_clean_static_new_points,ckf_created_direct_dynamic_new_points,ckf_existing_near_boundary_candidates,ckf_accepted_depth_candidates_pre_boundary
wrpy_supportq_lm_diag,206,304.0,117.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,187.0,67.0,0.0,25.0,0.0,25.0,25.0,,,47.44475724005891,2.3245945098039216,155.257064,0.0,0.0,,0.6244477172312224,,1.0,0.0,0.0,50.0,,0.16447368421052633,679.0,255.0,424.0,0.0,0.0,0.0,679.0,255.0,424.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,60.0,0.0,0.0,389.0
wrpy_supportq_lm_diag,207,266.0,100.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,166.0,31.0,0.0,36.0,0.0,36.0,36.0,,,46.7000508883721,2.5721515784753364,,0.0,0.0,,0.6542635658914728,,,0.0,0.0,69.0,,0.2593984962406015,645.0,223.0,422.0,0.0,0.0,0.0,645.0,223.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,398.0
wrpy_supportq_lm_diag,208,280.0,123.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,157.0,28.0,0.0,33.0,0.0,33.0,33.0,,,34.11830023343848,2.5359337777777777,50.441424,0.0,0.0,,0.5741324921135647,,1.0,0.0,0.0,42.0,,0.15,634.0,270.0,364.0,0.0,0.0,0.0,634.0,270.0,364.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,65.0,0.0,0.0,335.0
wrpy_supportq_lm_diag,209,246.0,67.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,179.0,30.0,0.0,26.0,0.0,26.0,26.0,,,37.46877947730398,2.3004278437499996,40.989265,0.0,0.0,,0.5598349381017882,,1.0,0.0,0.0,37.0,,0.15040650406504066,727.0,320.0,407.0,0.0,0.0,0.0,727.0,320.0,407.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,49.0,0.0,0.0,383.0
wrpy_supportq_lm_diag,210,280.0,86.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,194.0,37.0,0.0,33.0,0.0,33.0,33.0,,,38.33818655129959,2.211463746835443,16.252147,0.0,0.0,,0.5677154582763337,,1.0,0.0,0.0,49.0,,0.175,731.0,316.0,415.0,0.0,0.0,0.0,731.0,316.0,415.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,70.0,0.0,0.0,378.0
wrpy_supportq_lm_diag,211,281.0,97.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,184.0,53.0,0.0,23.0,0.0,23.0,23.0,98.70883362500001,5.1476285,35.584133338842975,2.0679055628742518,8.399478,0.0,0.0,0.75,0.5399449035812672,0.2222222222222222,1.0,2.773956377834592,0.0,44.0,,0.15658362989323843,752.0,350.0,402.0,8.0,2.0,6.0,726.0,334.0,392.0,18.0,14.0,4.0,1.0,0.0,1.0,0.0,50.0,0.0,4.0,361.0
wrpy_supportq_lm_diag,212,291.0,131.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,160.0,23.0,0.0,21.0,0.0,21.0,21.0,42.051410999999995,2.0363463333333334,43.26540629742033,2.5019180625,,0.0,0.0,0.7,0.6358118361153262,0.5833333333333334,,0.9719407396968622,0.0,53.0,,0.18213058419243985,681.0,248.0,433.0,10.0,3.0,7.0,659.0,240.0,419.0,12.0,5.0,7.0,0.0,0.0,0.0,0.0,78.0,0.0,9.0,382.0
wrpy_supportq_lm_diag,213,274.0,60.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,214.0,38.0,0.0,19.0,0.0,19.0,19.0,45.885552,,41.215502666666666,2.4034740952380953,,0.0,0.0,1.0,0.5374449339207048,1.0,,1.1133080766017265,0.0,22.0,,0.08029197080291971,700.0,315.0,385.0,1.0,0.0,1.0,681.0,315.0,366.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,450.0
wrpy_supportq_lm_diag,214,311.0,88.0,0.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,223.0,30.0,0.0,14.0,0.0,14.0,14.0,123.6372108,0.948812,34.15594012859098,2.499364846846847,,0.0,0.0,0.6,0.5444596443228454,1.0,,3.61978649495602,0.0,58.0,,0.1864951768488746,752.0,335.0,417.0,5.0,2.0,3.0,731.0,333.0,398.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,74.0,0.0,3.0,404.0
wrpy_supportq_lm_diag,215,347.0,109.0,0.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,238.0,42.0,0.0,11.0,0.0,11.0,11.0,101.05758008333333,3.1240120000000005,49.3103319047619,2.722937885714286,2.086637,0.0,0.0,0.5,0.6666666666666666,0.8666666666666667,0.0,2.0494199933295154,0.0,67.0,,0.1930835734870317,657.0,218.0,439.0,12.0,6.0,6.0,630.0,210.0,420.0,15.0,2.0,13.0,1.0,1.0,0.0,0.0,109.0,0.0,2.0,414.0
wrpy_supportq_lm_diag,216,,,,,,,,,,,,,,,,,,,,46.91823125,6.793431,42.38357300662251,2.432748339694656,,,,0.875,0.5662251655629139,0.5333333333333333,,1.106990938273867,0.0,0.0,,,627.0,270.0,357.0,8.0,1.0,7.0,604.0,262.0,342.0,15.0,7.0,8.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,217,330.0,128.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,44.0,202.0,23.0,0.0,23.0,0.0,23.0,23.0,78.39506283333334,3.6654635000000004,28.809939121052626,2.375491425531915,,0.0,0.0,0.6666666666666666,0.5052631578947369,0.4583333333333333,,2.72111171439605,0.0,50.0,,0.15151515151515152,600.0,297.0,303.0,6.0,2.0,4.0,570.0,282.0,288.0,24.0,13.0,11.0,0.0,0.0,0.0,0.0,77.0,0.0,2.0,433.0
wrpy_supportq_lm_diag,218,356.0,82.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,274.0,32.0,0.0,0.0,0.0,0.0,0.0,48.77425053333333,2.135791307692308,55.28740867441861,2.770660352201258,,0.0,,0.5666666666666667,0.6918604651162791,0.8,,0.8821945485012593,0.0,50.0,,0.1404494382022472,566.0,176.0,390.0,30.0,13.0,17.0,516.0,159.0,357.0,20.0,4.0,16.0,0.0,0.0,0.0,0.0,130.0,0.0,16.0,486.0
wrpy_supportq_lm_diag,219,402.0,94.0,0.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,49.0,308.0,38.0,0.0,6.0,0.0,6.0,6.0,108.9312669090909,3.8543665000000003,40.41582018038528,2.527910068965517,,0.0,0.0,0.8181818181818182,0.5936952714535902,0.8181818181818182,,2.6952630534999686,0.0,56.0,,0.13930348258706468,615.0,240.0,375.0,22.0,4.0,18.0,571.0,232.0,339.0,22.0,4.0,18.0,0.0,0.0,0.0,0.0,127.0,0.0,11.0,528.0
wrpy_supportq_lm_diag,220,397.0,131.0,0.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,266.0,52.0,0.0,10.0,0.0,10.0,10.0,90.1080902631579,2.6219371818181822,37.314260539629004,2.4594002812499998,217.996711,0.0,0.0,0.7105263157894737,0.5143338954468802,1.0,1.0,2.4148432518838225,0.0,79.0,,0.19899244332493704,648.0,299.0,349.0,38.0,11.0,27.0,593.0,288.0,305.0,17.0,0.0,17.0,1.0,0.0,1.0,0.0,82.0,0.0,18.0,451.0
wrpy_supportq_lm_diag,221,387.0,182.0,0.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,205.0,37.0,0.0,15.0,0.0,15.0,15.0,40.36328833333333,4.1918433749999995,31.44401381076067,2.5508714942528736,,0.0,0.0,0.7037037037037037,0.5157699443413729,0.8888888888888888,,1.283655724623818,0.0,63.0,,0.16279069767441862,593.0,272.0,321.0,27.0,8.0,19.0,539.0,261.0,278.0,27.0,3.0,24.0,0.0,0.0,0.0,0.0,100.0,0.0,18.0,494.0
wrpy_supportq_lm_diag,222,366.0,80.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,286.0,50.0,0.0,2.0,0.0,2.0,2.0,49.36213,3.6742748181818183,34.15212336229205,2.5471272363636364,9.614764,0.0,0.0,0.5416666666666666,0.5933456561922366,0.8518518518518519,1.0,1.44536049710167,0.0,30.0,,0.08196721311475409,592.0,235.0,357.0,24.0,11.0,13.0,541.0,220.0,321.0,27.0,4.0,23.0,1.0,0.0,1.0,0.0,138.0,0.0,16.0,557.0
wrpy_supportq_lm_diag,223,360.0,96.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,264.0,34.0,0.0,2.0,0.0,2.0,2.0,58.34068408,3.06223,35.02737665836299,2.2581101666666665,5.189227,0.0,0.0,0.64,0.5729537366548043,0.9705882352941176,0.0,1.6655738923591592,0.0,62.0,,0.17222222222222222,621.0,250.0,371.0,25.0,9.0,16.0,562.0,240.0,322.0,34.0,1.0,33.0,1.0,1.0,0.0,0.0,71.0,0.0,11.0,464.0
wrpy_supportq_lm_diag,224,338.0,113.0,0.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,225.0,54.0,0.0,1.0,0.0,1.0,1.0,24.183178173913042,1.9502276315789473,31.465969219780224,2.1604672959999998,0.2468845,0.0,0.0,0.5869565217391305,0.5421245421245421,0.9333333333333333,0.0,0.7685502393077709,0.0,59.0,,0.17455621301775148,637.0,272.0,365.0,46.0,19.0,27.0,546.0,250.0,296.0,45.0,3.0,42.0,2.0,2.0,0.0,0.0,71.0,0.0,34.0,537.0
wrpy_supportq_lm_diag,225,,,,,,,,,,,,,,,,,,,,45.14005325714285,2.6600992857142858,32.429319796610166,2.6821173165467624,,,,0.6,0.4764595103578154,0.8181818181818182,,1.3919518984749517,0.0,0.0,,,610.0,300.0,310.0,35.0,14.0,21.0,531.0,278.0,253.0,44.0,8.0,36.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,226,318.0,154.0,0.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,32.0,164.0,53.0,0.0,32.0,0.0,32.0,32.0,43.7392605,2.936084666666667,34.20729870731707,2.302112779342723,,0.0,0.0,0.5909090909090909,0.5277161862527716,0.8305084745762712,,1.2786528651162976,0.0,37.0,,0.11635220125786164,532.0,232.0,300.0,22.0,9.0,13.0,451.0,213.0,238.0,59.0,10.0,49.0,0.0,0.0,0.0,0.0,85.0,0.0,14.0,410.0
wrpy_supportq_lm_diag,227,300.0,65.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,235.0,32.0,0.0,69.0,0.0,69.0,69.0,82.90292242105264,3.4338846666666663,38.41821965551181,2.60092710373444,,0.0,0.0,0.9210526315789473,0.5255905511811023,0.9523809523809523,,2.1579064091055207,0.0,33.0,,0.11,567.0,245.0,322.0,38.0,3.0,35.0,508.0,241.0,267.0,21.0,1.0,20.0,0.0,0.0,0.0,0.0,98.0,0.0,25.0,491.0
wrpy_supportq_lm_diag,228,377.0,80.0,0.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,58.0,297.0,17.0,0.0,37.0,0.0,37.0,37.0,48.45570604444444,4.371288384615384,35.9759265497553,2.650606577777778,,0.0,0.0,0.7111111111111111,0.48613376835236544,0.8857142857142857,,1.3468925109525505,0.0,63.0,,0.16710875331564987,693.0,332.0,361.0,45.0,13.0,32.0,613.0,315.0,298.0,35.0,4.0,31.0,0.0,0.0,0.0,0.0,71.0,0.0,32.0,475.0
wrpy_supportq_lm_diag,229,383.0,149.0,0.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,234.0,61.0,0.0,29.0,0.0,29.0,29.0,49.08069125581395,3.166797090909091,36.00074202808112,2.4440409192546584,,0.0,0.0,0.4883720930232558,0.49765990639625585,0.9130434782608695,,1.363324434188892,0.0,88.0,,0.2297650130548303,730.0,348.0,382.0,43.0,22.0,21.0,641.0,322.0,319.0,46.0,4.0,42.0,0.0,0.0,0.0,0.0,47.0,0.0,24.0,484.0
wrpy_supportq_lm_diag,230,,,,,,,,,,,,,,,,,,,,48.8718054,3.4796534285714285,27.62000203903346,2.2425050849673203,,,,0.65,0.4312267657992565,0.5161290322580645,,1.769435256772712,0.0,0.0,,,651.0,358.0,293.0,20.0,7.0,13.0,538.0,306.0,232.0,93.0,45.0,48.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,231,,,,,,,,,,,,,,,,,,,,84.219925,3.857866,29.581196428044283,2.4994973724137926,,,,0.8571428571428571,0.46494464944649444,0.660377358490566,,2.8470763582826484,0.0,0.0,,,655.0,327.0,328.0,7.0,1.0,6.0,542.0,290.0,252.0,106.0,36.0,70.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,232,332.0,182.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,17.0,150.0,50.0,0.0,59.0,0.0,59.0,59.0,118.01325,7.046732,36.088039058585856,2.441006426086956,,0.0,0.0,0.8571428571428571,0.5353535353535354,0.7669902912621359,,3.270148588800171,0.0,56.0,,0.1686746987951807,605.0,255.0,350.0,7.0,1.0,6.0,495.0,230.0,265.0,103.0,24.0,79.0,0.0,0.0,0.0,0.0,62.0,0.0,4.0,422.0
wrpy_supportq_lm_diag,233,269.0,70.0,0.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,199.0,44.0,0.0,31.0,0.0,31.0,31.0,77.004408,,37.52904834,2.422520190298508,,0.0,0.0,1.0,0.5127272727272727,0.5942028985507246,,2.0518614621497218,0.0,26.0,,0.09665427509293681,634.0,296.0,338.0,15.0,0.0,15.0,550.0,268.0,282.0,69.0,28.0,41.0,0.0,0.0,0.0,0.0,53.0,0.0,8.0,442.0
wrpy_supportq_lm_diag,234,291.0,97.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,194.0,29.0,0.0,29.0,0.0,29.0,29.0,50.13741226086955,2.587551,37.2371953735849,2.6281815454545456,,0.0,0.0,0.6521739130434783,0.4811320754716981,0.6164383561643836,,1.3464336333029991,0.0,68.0,,0.23367697594501718,626.0,311.0,315.0,23.0,8.0,15.0,530.0,275.0,255.0,73.0,28.0,45.0,0.0,0.0,0.0,0.0,56.0,0.0,11.0,468.0
wrpy_supportq_lm_diag,235,265.0,96.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,169.0,55.0,0.0,25.0,0.0,25.0,25.0,58.376864000000005,0.6301795,34.86418796190476,2.4208627000000003,,0.0,0.0,0.5,0.5238095238095238,0.6666666666666666,,1.674407677694572,0.0,41.0,,0.15471698113207547,639.0,290.0,349.0,12.0,6.0,6.0,525.0,250.0,275.0,102.0,34.0,68.0,0.0,0.0,0.0,0.0,41.0,0.0,8.0,452.0
wrpy_supportq_lm_diag,236,308.0,143.0,0.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,165.0,36.0,0.0,41.0,0.0,41.0,41.0,38.379338479999994,3.524618333333333,36.78923288385827,2.2731109349593495,,0.0,0.0,0.52,0.515748031496063,0.625,,1.0432220373053607,0.0,53.0,,0.17207792207792208,557.0,267.0,290.0,25.0,12.0,13.0,508.0,246.0,262.0,24.0,9.0,15.0,0.0,0.0,0.0,0.0,106.0,0.0,18.0,602.0
wrpy_supportq_lm_diag,237,281.0,48.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,233.0,27.0,0.0,29.0,0.0,29.0,29.0,37.58057788235294,1.6733323333333334,34.10401840746753,2.377343065359477,,0.0,0.0,0.47058823529411764,0.5032467532467533,0.5909090909090909,,1.1019398779741503,0.0,21.0,,0.07473309608540925,672.0,333.0,339.0,34.0,18.0,16.0,616.0,306.0,310.0,22.0,9.0,13.0,0.0,0.0,0.0,0.0,69.0,0.0,19.0,545.0
wrpy_supportq_lm_diag,238,333.0,94.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,239.0,22.0,0.0,36.0,0.0,36.0,36.0,38.52711523255813,2.8639454,31.342697294407895,2.4933190382165606,,0.0,0.0,0.4186046511627907,0.48355263157894735,0.7083333333333334,,1.229221431412416,0.0,72.0,,0.21621621621621623,675.0,346.0,329.0,43.0,25.0,18.0,608.0,314.0,294.0,24.0,7.0,17.0,0.0,0.0,0.0,0.0,66.0,0.0,24.0,567.0
wrpy_supportq_lm_diag,239,336.0,137.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,199.0,78.0,0.0,31.0,0.0,31.0,31.0,42.431842,1.9942170555555556,45.7306017386172,2.472735629032258,,0.0,0.0,0.4375,0.581787521079258,0.7,,0.9278653765049507,0.0,59.0,,0.17559523809523808,687.0,293.0,394.0,64.0,36.0,28.0,593.0,248.0,345.0,30.0,9.0,21.0,0.0,0.0,0.0,0.0,58.0,0.0,39.0,581.0
wrpy_supportq_lm_diag,240,331.0,147.0,0.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,184.0,33.0,0.0,31.0,0.0,31.0,31.0,31.71505929787234,2.2751619354838706,41.38139873221757,2.6498060529100527,,0.0,0.0,0.3404255319148936,0.604602510460251,0.6538461538461539,,0.7664085862129285,0.0,47.0,,0.1419939577039275,551.0,229.0,322.0,47.0,31.0,16.0,478.0,189.0,289.0,26.0,9.0,17.0,0.0,0.0,0.0,0.0,87.0,0.0,31.0,571.0
wrpy_supportq_lm_diag,241,275.0,72.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,203.0,41.0,0.0,26.0,0.0,26.0,26.0,49.78726794230769,3.2959014814814815,42.257386026217226,2.760547076923077,,0.0,0.0,0.4807692307692308,0.5861423220973783,0.84,,1.1781909063522953,0.0,31.0,,0.11272727272727273,611.0,252.0,359.0,52.0,27.0,25.0,534.0,221.0,313.0,25.0,4.0,21.0,0.0,0.0,0.0,0.0,55.0,0.0,36.0,594.0
wrpy_supportq_lm_diag,242,300.0,99.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,201.0,32.0,0.0,31.0,0.0,31.0,31.0,75.51794607692308,5.396306,39.73782289370079,2.7922215384615385,,0.0,0.0,0.9230769230769231,0.6161417322834646,0.5483870967741935,,1.9004047171616474,0.0,67.0,,0.22333333333333333,614.0,238.0,376.0,13.0,1.0,12.0,508.0,195.0,313.0,93.0,42.0,51.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,507.0
wrpy_supportq_lm_diag,243,267.0,100.0,0.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,167.0,52.0,0.0,15.0,0.0,15.0,15.0,48.354356,5.548002,33.02341876534296,2.2793541423220973,,0.0,0.0,0.6666666666666666,0.5180505415162455,0.7380952380952381,,1.4642444001208736,0.0,48.0,,0.1797752808988764,641.0,290.0,351.0,3.0,1.0,2.0,554.0,267.0,287.0,84.0,22.0,62.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,518.0
wrpy_supportq_lm_diag,244,,,,,,,,,,,,,,,,,,,,101.08200686666666,2.4946155,26.747639727440145,2.2222634749262538,,,,0.7333333333333333,0.3756906077348066,0.9019607843137255,,3.779100058797622,0.0,0.0,,,609.0,348.0,261.0,15.0,4.0,11.0,543.0,339.0,204.0,51.0,5.0,46.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,245,,,,,,,,,,,,,,,,,,,,52.68712200000001,,25.743202805504584,2.353571895348837,,,,1.0,0.3688073394495413,0.9130434782608695,,2.0466420747279392,0.0,0.0,,,597.0,348.0,249.0,6.0,0.0,6.0,545.0,344.0,201.0,46.0,4.0,42.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,246,237.0,111.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,126.0,18.0,0.0,23.0,0.0,23.0,23.0,53.75107933333333,2.467924,23.40694872556391,2.144346358208955,,0.0,0.0,0.5,0.37030075187969924,0.925,,2.296372755096826,0.0,40.0,,0.16877637130801687,584.0,344.0,240.0,12.0,6.0,6.0,532.0,335.0,197.0,40.0,3.0,37.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,463.0
wrpy_supportq_lm_diag,247,200.0,65.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,135.0,45.0,0.0,16.0,0.0,16.0,16.0,14.1942,,23.757168666666665,2.000239501432665,,0.0,0.0,1.0,0.3608058608058608,1.0,,0.5974701867531746,0.0,20.0,,0.1,592.0,349.0,243.0,3.0,0.0,3.0,546.0,349.0,197.0,43.0,0.0,43.0,0.0,0.0,0.0,0.0,46.0,0.0,1.0,442.0
wrpy_supportq_lm_diag,248,201.0,55.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,146.0,22.0,0.0,14.0,0.0,14.0,14.0,104.236826,5.247773,20.56350916842105,1.9335029999999997,,0.0,0.0,0.8,0.3684210526315789,0.96,,5.069019355902265,0.0,33.0,,0.16417910447761194,600.0,362.0,238.0,5.0,1.0,4.0,570.0,360.0,210.0,25.0,1.0,24.0,0.0,0.0,0.0,0.0,45.0,0.0,2.0,494.0
wrpy_supportq_lm_diag,249,190.0,67.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,123.0,44.0,0.0,4.0,0.0,4.0,4.0,101.3231285,,23.872891,1.7957449973045823,,0.0,0.0,1.0,0.38166666666666665,1.0,,4.244275588574505,0.0,23.0,,0.12105263157894737,632.0,371.0,261.0,2.0,0.0,2.0,600.0,371.0,229.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,490.0
wrpy_supportq_lm_diag,250,,,,,,,,,,,,,,,,,,,,31.133020000000002,,19.714851015267175,1.9188734527220632,,,,1.0,0.33396946564885494,0.9428571428571428,,1.5791658773323014,0.0,0.0,,,562.0,351.0,211.0,3.0,0.0,3.0,524.0,349.0,175.0,35.0,2.0,33.0,0.0,0.0,0.0,,,,,
wrpy_supportq_lm_diag,251,192.0,111.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,81.0,47.0,0.0,12.0,0.0,12.0,12.0,36.771523,,21.584253307400378,1.8284243199999999,,0.0,0.0,1.0,0.33586337760910817,1.0,,1.7036272914473496,0.0,19.0,,0.09895833333333333,550.0,350.0,200.0,1.0,0.0,1.0,527.0,350.0,177.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,468.0
wrpy_supportq_lm_diag,252,144.0,48.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,96.0,37.0,0.0,14.0,0.0,14.0,14.0,97.797346,,21.68783652432432,1.803832885786802,,0.0,0.0,1.0,0.29009009009009007,1.0,,4.509317740859671,0.0,11.0,,0.0763888888888889,577.0,394.0,183.0,1.0,0.0,1.0,555.0,394.0,161.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,475.0
wrpy_supportq_lm_diag,253,160.0,36.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,124.0,20.0,0.0,5.0,0.0,5.0,5.0,260.930106,,21.80853626873857,1.8743743733333333,,0.0,0.0,1.0,0.31444241316270566,1.0,,11.964585921065693,0.0,16.0,,0.1,569.0,375.0,194.0,1.0,0.0,1.0,547.0,375.0,172.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,498.0
wrpy_supportq_lm_diag,254,177.0,66.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,111.0,50.0,0.0,6.0,0.0,6.0,6.0,,,25.665428000000002,2.01728278125,,0.0,0.0,,0.37142857142857144,1.0,,0.0,0.0,16.0,,0.0903954802259887,573.0,352.0,221.0,0.0,0.0,0.0,560.0,352.0,208.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,491.0
wrpy_supportq_lm_diag,255,195.0,103.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,92.0,36.0,0.0,1.0,0.0,1.0,1.0,12.010603857142858,1.5866515,27.243596654584223,1.9970222567049807,,0.0,0.0,0.14285714285714285,0.44349680170575695,0.9285714285714286,,0.44085970033335736,0.0,19.0,,0.09743589743589744,490.0,268.0,222.0,7.0,6.0,1.0,469.0,261.0,208.0,14.0,1.0,13.0,0.0,0.0,0.0,0.0,60.0,0.0,3.0,536.0
wrpy_supportq_lm_diag,256,158.0,27.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,131.0,18.0,0.0,0.0,0.0,0.0,0.0,3.899801,3.899801,21.134333456570154,1.9905299594095942,,0.0,,0.0,0.39643652561247217,0.8947368421052632,,0.1845244378306923,0.0,9.0,,0.056962025316455694,469.0,274.0,195.0,1.0,1.0,0.0,449.0,271.0,178.0,19.0,2.0,17.0,0.0,0.0,0.0,0.0,55.0,0.0,1.0,540.0
wrpy_supportq_lm_diag,257,182.0,57.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,125.0,22.0,0.0,0.0,0.0,0.0,0.0,,,27.627404468085107,2.1852163309608543,,0.0,,,0.4021276595744681,1.0,,0.0,0.0,35.0,,0.19230769230769232,481.0,281.0,200.0,0.0,0.0,0.0,470.0,281.0,189.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,557.0
wrpy_supportq_lm_diag,258,153.0,64.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,89.0,31.0,0.0,0.0,0.0,0.0,0.0,3.849845333333333,3.849845333333333,22.390309663135593,1.9408555704918034,,0.0,,0.0,0.3538135593220339,1.0,,0.17194247829773837,0.0,33.0,,0.21568627450980393,492.0,308.0,184.0,3.0,3.0,0.0,472.0,305.0,167.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,23.0,0.0,2.0,587.0
wrpy_supportq_lm_diag,259,,,,,,,,,,,,,,,,,,,,70.602617,,24.505475082294264,2.166366143884892,,,,1.0,0.30673316708229426,0.8235294117647058,,2.8810956230353564,0.0,0.0,,,421.0,281.0,140.0,3.0,0.0,3.0,401.0,278.0,123.0,17.0,3.0,14.0,0.0,0.0,0.0,,,,,
