case,frame_id,timestamp,is_keyframe_created,num_keyframes,num_mappoints,local_map_matches_before_pose,inlier_map_matches_after_pose,estimated_accum_path_m,estimated_frame_step_m,mask_ratio,ckf_accepted_depth_candidates,ckf_boundary_existing_supported_candidates,ckf_boundary_skipped_new_candidates,ckf_direct_vetoed_candidates,lm_delayed_rejected_boundary_pairs,lm_delayed_support_sum,lm_kept_pairs_after_boundary,lm_kept_pairs_after_delayed_boundary,lm_kept_static_pairs_after_instance,lm_promoted_geom_created,lm_promoted_geom_depth,lm_promoted_geom_enter,lm_promoted_geom_parallax,lm_promoted_geom_reproj1,lm_promoted_geom_reproj2,lm_promoted_geom_scale,lm_promoted_geom_triangulated,lm_quality_depth_support_sum,lm_quality_found_support_sum,lm_quality_frame_support_sum,lm_quality_raw_depth_support_sum,lm_quality_raw_support_sum,lm_quality_rejected_boundary_pairs,lm_quality_reliable_support_sum,lm_quality_residual_support_sum,lm_score_created,lm_score_geom_evaluated,lm_score_post_geom_rejected,lm_score_support_accepted,lm_score_support_candidates,lm_score_support_rejected,lm_skipped_boundary_pairs,lm_skipped_instance_pairs,lm_support_promoted_boundary_pairs
wrpy_score_v4,662,1341846670.090228,1,263,5592,612,338,11.376890,0.014705,0.000000,860,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,663,1341846670.121996,1,264,5745,669,367,11.407167,0.030277,0.000000,875,0,0,0,0,0,,1,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,666,1341846670.222197,1,263,5714,595,255,11.478326,0.017126,0.000000,875,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,667,1341846670.258571,1,264,5687,614,332,11.506248,0.027922,0.135771,681,56,30,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,668,1341846670.290254,1,265,5805,635,299,11.532522,0.026274,0.000000,876,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,669,1341846670.322105,1,266,5990,569,229,11.569343,0.036821,0.000000,892,0,0,0,0,0,,26,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,671,1341846670.390114,1,266,5988,562,161,11.678558,0.046299,0.000000,867,0,0,0,0,0,,27,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,672,1341846670.422206,1,267,6097,605,170,11.736666,0.058108,0.000000,855,0,0,0,0,0,,12,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,673,1341846670.464003,1,268,6156,611,206,11.788005,0.051339,0.000000,865,0,0,0,0,0,,17,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,674,1341846670.490173,1,269,6075,616,180,11.815373,0.027368,0.133695,611,36,23,253,0,0,,26,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,675,1341846670.526271,1,269,5798,534,162,11.826669,0.011297,0.113831,579,24,20,219,0,0,,24,7,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,2,0
wrpy_score_v4,676,1341846670.566977,1,270,5771,544,160,11.839622,0.012952,0.115723,557,36,21,215,0,5,,11,6,0,1,1,1,1,0,0,1,0,3,5,0,5,0,3,3,0,0,0,1,1,0,,3,1
wrpy_score_v4,677,1341846670.596103,1,271,5754,529,162,11.845480,0.005858,0.158538,488,27,24,246,0,0,,11,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,678,1341846670.628412,1,272,5741,509,159,11.856295,0.010815,0.172985,401,13,10,328,0,0,,17,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,679,1341846670.664027,1,271,5530,451,128,11.879155,0.022859,0.190993,364,9,8,388,0,0,,7,3,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,4,0
wrpy_score_v4,680,1341846670.696002,1,272,5566,451,118,11.886738,0.007583,0.161719,375,23,32,301,0,0,,1,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,1,0
wrpy_score_v4,681,1341846670.728093,1,273,5580,435,133,11.908585,0.021847,0.173011,328,21,4,324,1,0,1,4,4,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,3,0
wrpy_score_v4,682,1341846670.764128,1,274,5591,412,116,11.924893,0.016308,0.186794,275,20,6,337,2,0,2,2,0,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,1,0
wrpy_score_v4,683,1341846670.796059,1,274,5516,422,124,11.964080,0.039187,0.150277,374,25,26,219,0,0,,2,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,684,1341846670.832246,1,275,5560,418,117,11.974889,0.010809,0.169414,319,13,3,280,0,0,,6,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,1,0
wrpy_score_v4,685,1341846670.863970,1,276,5588,402,127,11.987143,0.012254,0.191074,266,19,5,289,0,0,,7,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,686,1341846670.896139,1,277,5595,363,71,11.998283,0.011141,0.166110,302,18,24,215,2,6,2,3,,,,,,,,,,0,2,6,0,6,2,0,0,0,0,0,0,2,2,2,,0
wrpy_score_v4,687,1341846670.932028,1,277,5483,363,84,12.016023,0.017739,0.192669,243,17,10,307,0,0,,2,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,688,1341846670.964063,1,278,5485,392,93,12.026741,0.010719,0.217809,221,26,4,374,0,0,,7,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,1,0
wrpy_score_v4,689,1341846671.000270,1,279,5493,372,80,12.081877,0.055136,0.173704,278,22,27,244,1,0,1,8,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,0
wrpy_score_v4,690,1341846671.032112,1,280,5487,356,82,12.095239,0.013362,0.194141,245,37,19,292,5,0,4,7,1,,,,,,,,,0,0,0,0,0,5,0,0,0,0,0,0,5,5,5,2,0
wrpy_score_v4,691,1341846671.064030,1,280,5401,353,85,12.128097,0.032858,0.215495,192,14,8,351,0,0,,12,2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,2,0
wrpy_score_v4,692,1341846671.101398,1,281,5426,347,80,12.148899,0.020802,0.162435,244,12,24,259,3,15,0,3,0,,,,,,,,,0,0,15,0,15,3,0,0,0,0,0,0,3,3,3,1,0
wrpy_score_v4,693,1341846671.132289,1,282,5436,353,64,12.170920,0.022020,0.181361,212,14,14,275,0,1,,9,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,,6,1
wrpy_score_v4,694,1341846671.168159,1,283,5445,336,58,12.194852,0.023932,0.191816,206,23,5,285,1,3,2,13,4,,,,,,,,,0,2,1,2,3,1,0,0,0,0,0,0,1,1,1,2,0
wrpy_score_v4,695,1341846671.200149,1,283,5387,323,79,12.216105,0.021254,0.148047,257,14,40,209,0,0,,6,1,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,2,0
wrpy_score_v4,696,1341846671.232280,1,284,5408,315,77,12.237196,0.021090,0.167611,213,10,9,252,0,6,,7,0,1,1,1,1,1,1,1,1,1,4,6,6,6,0,1,1,1,1,0,1,1,0,,1,1
wrpy_score_v4,697,1341846671.268147,1,285,5408,314,101,12.257518,0.020323,0.189160,199,4,0,293,0,0,,12,1,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,2,0
wrpy_score_v4,698,1341846671.300337,1,286,5416,324,91,12.265191,0.007673,0.175046,221,8,8,249,0,0,,16,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,699,1341846671.336125,1,287,5356,344,113,12.318427,0.053236,0.180133,215,6,3,249,1,0,3,11,0,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
wrpy_score_v4,700,1341846671.368236,1,288,5366,345,112,12.333358,0.014931,0.185042,217,4,6,289,0,0,,6,3,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,3,0
wrpy_score_v4,701,1341846671.400327,1,289,5388,339,90,12.358777,0.025419,0.151654,235,7,17,239,0,0,,11,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,702,1341846671.436064,1,290,5403,355,112,12.392775,0.033998,0.160654,246,11,9,249,0,0,,13,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,1,0
wrpy_score_v4,703,1341846671.468197,1,288,5321,360,121,12.424618,0.031843,0.171133,236,5,2,273,0,0,,7,3,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,1,0
wrpy_score_v4,704,1341846671.504294,1,289,5467,344,76,12.447439,0.022822,0.000000,481,0,0,0,0,0,,6,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,705,1341846671.536197,1,290,5482,385,143,12.468936,0.021496,0.148102,264,9,7,263,0,0,,4,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,706,1341846671.568120,1,291,5496,386,140,12.488995,0.020059,0.155973,262,3,2,261,0,0,,2,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,707,1341846671.604188,1,291,5449,315,93,12.507477,0.018482,0.000000,476,0,0,0,0,0,,1,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,708,1341846671.636057,1,292,5574,326,103,12.525040,0.017564,0.000000,497,0,0,0,0,0,,5,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,709,1341846671.672157,1,293,5687,367,144,12.541511,0.016471,0.000000,492,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,710,1341846671.704027,1,294,5661,380,154,12.559922,0.018411,0.074990,357,34,5,145,0,0,,2,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,712,1341846671.774745,1,294,5529,341,114,12.585075,0.011923,0.086032,349,19,19,158,0,0,,47,13,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,2,0
wrpy_score_v4,713,1341846671.804605,1,295,5544,345,122,12.590902,0.005827,0.110322,310,12,8,181,0,3,,22,7,0,1,1,1,1,1,1,1,1,3,2,3,3,0,1,1,0,1,1,1,1,0,,1,1
wrpy_score_v4,714,1341846671.840252,1,296,5579,362,134,12.599603,0.008701,0.119707,284,13,8,206,0,0,,37,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,715,1341846671.872106,1,297,5597,377,157,12.616835,0.017233,0.128714,282,9,6,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,717,1341846671.972239,1,297,5551,338,127,12.650428,0.017396,0.139867,292,8,2,211,0,0,,22,1,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,1,0
wrpy_score_v4,718,1341846671.998175,1,298,5586,362,133,12.668852,0.018423,0.147858,274,2,1,225,0,0,,14,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,719,1341846672.034218,1,299,5662,358,136,12.681360,0.012508,0.087848,411,6,10,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,720,1341846672.066227,1,300,5671,399,172,12.684895,0.003535,0.099463,406,13,9,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,725,1341846672.234130,1,300,5625,354,137,12.717050,0.001078,0.075238,377,2,6,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,726,1341846672.266403,1,301,5639,377,175,12.722948,0.005898,0.078701,401,6,5,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,727,1341846672.302710,1,302,5694,394,190,12.729700,0.006752,0.079271,380,6,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,728,1341846672.335022,1,303,5723,387,193,12.736855,0.007154,0.070397,383,4,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,733,1341846672.502610,1,304,5674,358,158,12.776770,0.016292,0.065146,380,5,6,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,734,1341846672.534812,1,305,5706,369,176,12.784326,0.007556,0.000000,417,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,735,1341846672.570153,1,306,5769,393,227,12.786583,0.002256,0.000000,432,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,736,1341846672.608881,1,307,5795,406,223,12.792497,0.005915,0.056579,406,3,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,739,1341846672.738399,1,307,5706,382,157,12.818798,0.010210,0.070765,402,1,1,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,740,1341846672.770288,1,308,5722,378,185,12.828427,0.009629,0.060990,405,4,3,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,741,1341846672.803280,1,309,5746,393,192,12.832654,0.004227,0.072946,406,1,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,742,1341846672.838034,1,310,5757,400,204,12.836790,0.004136,0.086094,388,3,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,753,1341846673.206489,1,310,5725,382,164,12.951523,0.018335,0.059352,401,2,2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,754,1341846673.238153,1,311,5728,399,194,12.959802,0.008279,0.065755,426,1,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,755,1341846673.274220,1,312,5738,399,211,12.962625,0.002823,0.148783,273,8,5,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,756,1341846673.306107,1,313,5710,407,205,12.968200,0.005575,0.158962,281,11,3,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,758,1341846673.374098,1,313,5608,365,173,12.982402,0.003393,0.139082,277,6,7,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,759,1341846673.406266,1,314,5618,371,185,12.994237,0.011835,0.152106,262,3,6,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,760,1341846673.438267,1,315,5635,355,160,13.003433,0.009196,0.163936,274,3,3,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,761,1341846673.474135,1,316,5680,368,169,13.005282,0.001849,0.076025,337,4,1,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,765,1341846673.606102,1,317,5634,360,134,13.041494,0.015145,0.162676,273,4,3,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,766,1341846673.648026,1,318,5623,389,137,13.047655,0.006161,0.180827,285,1,2,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,767,1341846673.673965,1,319,5631,392,145,13.057508,0.009853,0.172816,341,17,5,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,768,1341846673.710162,1,320,5640,376,127,13.064160,0.006652,0.195876,302,4,1,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,769,1341846673.742225,1,318,5563,376,132,13.089423,0.025262,0.216559,306,4,0,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,770,1341846673.774298,1,319,5580,416,152,13.109646,0.020224,0.207813,315,8,9,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,771,1341846673.810154,1,320,5591,397,142,13.134710,0.025063,0.231182,315,2,2,214,0,0,,74,74,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,16,0
wrpy_score_v4,772,1341846673.842305,1,321,5644,426,168,13.149305,0.014595,0.252165,323,5,1,233,0,0,,49,49,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,18,0
wrpy_score_v4,773,1341846673.874285,1,317,5575,443,188,13.169688,0.020383,0.205225,359,13,15,217,0,0,,34,17,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,6,0
wrpy_score_v4,774,1341846673.910253,1,318,5604,445,185,13.177303,0.007615,0.227298,323,15,10,256,0,0,,25,10,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,6,0
wrpy_score_v4,775,1341846673.942284,1,319,5629,466,196,13.206737,0.029434,0.254186,305,9,6,299,0,0,,58,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,776,1341846673.978434,1,320,5658,489,227,13.226999,0.020263,0.229596,306,19,14,277,0,0,,36,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,777,1341846674.016486,1,317,5568,483,220,13.237000,0.010001,0.243330,302,9,4,306,0,0,,47,2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,1,0
wrpy_score_v4,778,1341846674.052060,1,318,5606,510,260,13.240972,0.003972,0.256432,306,10,10,303,0,0,,56,40,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,3,0
wrpy_score_v4,779,1341846674.084057,1,319,5664,527,268,13.247913,0.006940,0.226751,297,7,7,290,0,0,,29,11,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,1,0
wrpy_score_v4,780,1341846674.152235,1,320,5689,497,247,13.268473,0.020560,0.250332,321,4,5,301,0,0,,37,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,781,1341846674.178154,1,320,5578,477,267,13.281844,0.013371,0.273151,290,4,6,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,782,1341846674.210322,1,321,5593,443,216,13.305249,0.023406,0.239440,326,19,13,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,783,1341846674.246217,1,322,5615,463,231,13.321153,0.015904,0.265173,343,9,15,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,784,1341846674.278035,1,323,5633,480,253,13.337850,0.016697,0.281357,339,15,16,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,785,1341846674.310117,1,323,5545,457,243,13.356295,0.018445,0.248594,346,8,22,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,786,1341846674.346212,1,324,5563,444,228,13.370068,0.013773,0.267038,331,8,17,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,787,1341846674.378058,1,325,5578,439,219,13.385163,0.015095,0.281712,344,20,20,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,788,1341846674.410162,1,326,5602,443,215,13.403589,0.018426,0.250485,341,9,21,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,789,1341846674.446125,1,327,5548,451,226,13.418427,0.014838,0.271263,306,11,11,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,790,1341846674.478198,1,328,5555,441,224,13.428208,0.009781,0.292051,303,16,25,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,791,1341846674.514124,1,329,5568,436,230,13.443510,0.015302,0.261927,289,8,18,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,792,1341846674.546062,1,330,5565,436,222,13.449711,0.006201,0.282520,291,10,23,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,793,1341846674.578094,1,329,5494,420,212,13.467432,0.017721,0.301058,266,16,21,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,794,1341846674.614179,1,330,5502,413,215,13.481633,0.014201,0.289040,281,8,10,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,795,1341846674.646259,1,331,5513,441,231,13.495388,0.013755,0.308109,257,2,2,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,796,1341846674.682209,1,332,5523,439,218,13.503411,0.008024,0.320052,279,4,2,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,797,1341846674.714186,1,331,5479,424,224,13.514173,0.010762,0.265234,321,12,13,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,798,1341846674.752271,1,332,5492,406,218,13.519052,0.004878,0.280182,297,10,16,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,799,1341846674.782151,1,333,5501,430,232,13.527347,0.008296,0.297122,271,7,11,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,800,1341846674.814222,1,334,5505,431,226,13.538415,0.011068,0.285133,284,7,15,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,801,1341846674.846370,1,334,5445,411,222,13.551743,0.013328,0.297819,273,11,3,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,802,1341846674.882158,1,335,5449,437,212,13.563552,0.011809,0.311195,241,7,1,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,803,1341846674.914224,1,336,5461,424,227,13.573320,0.009767,0.294072,250,9,6,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,804,1341846674.950305,1,337,5465,419,226,13.576537,0.003218,0.312865,240,8,1,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,805,1341846674.982342,1,334,5405,400,185,13.597628,0.021090,0.330710,232,3,1,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,806,1341846675.014137,1,335,5421,361,136,13.608825,0.011198,0.316732,262,3,5,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,807,1341846675.050230,1,336,5429,379,151,13.625458,0.016632,0.346344,260,3,3,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,808,1341846675.088201,1,337,5436,394,167,13.637717,0.012260,0.371491,260,2,1,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,809,1341846675.114495,1,334,5401,344,88,13.660318,0.022601,0.314076,324,9,8,400,0,0,,8,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,810,1341846675.150188,1,335,5448,359,84,13.674864,0.014546,0.330615,309,16,23,477,0,0,,10,4,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,2,0
wrpy_score_v4,811,1341846675.182290,1,336,5493,376,105,13.700612,0.025749,0.353581,312,15,20,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,812,1341846675.218759,1,337,5737,389,125,13.726584,0.025971,0.118473,706,25,52,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrpy_score_v4,815,1341846675.318078,1,334,5873,393,82,13.843762,0.043028,0.133903,730,21,49,134,2,0,18,50,21,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,4,0
wrpy_score_v4,816,1341846675.350149,1,335,6027,498,165,13.873463,0.029701,0.155091,677,21,23,215,0,0,,33,8,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,5,0
wrpy_score_v4,817,1341846675.382271,1,336,6053,498,138,13.916747,0.043284,0.181748,658,19,24,260,0,0,,24,13,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,4,0
wrpy_score_v4,818,1341846675.418247,1,337,5979,474,135,13.957075,0.040328,0.376338,418,31,65,471,6,6,3,10,10,,,,,,,,,0,3,6,6,6,6,0,0,0,0,0,0,6,6,6,22,0
wrpy_score_v4,819,1341846675.450238,1,335,5748,484,106,13.990197,0.033122,0.401615,324,11,17,585,7,3,17,22,18,,,,,,,,,0,1,3,2,3,7,0,0,0,0,0,0,7,7,7,22,0
wrpy_score_v4,820,1341846675.486165,1,336,5698,458,94,14.010683,0.020486,0.427699,304,17,7,616,1,0,0,3,2,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,23,0
wrpy_score_v4,821,1341846675.518083,1,337,5971,480,88,14.035523,0.024841,0.077360,793,13,32,102,1,0,2,12,6,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,16,0
wrpy_score_v4,822,1341846675.550092,1,338,6206,540,179,14.055200,0.019677,0.088516,783,2,26,103,1,0,2,12,8,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,9,0
wrpy_score_v4,824,1341846675.618075,1,337,6205,533,144,14.109860,0.027056,0.094609,725,35,43,92,1,3,3,23,11,,,,,,,,,0,0,3,3,3,1,0,0,0,0,0,0,1,1,1,12,0
wrpy_score_v4,825,1341846675.650024,1,338,6212,590,183,14.133648,0.023787,0.117852,706,58,54,132,3,8,6,21,16,,,,,,,,,0,8,4,0,8,3,0,0,0,0,0,0,3,3,3,21,0
wrpy_score_v4,826,1341846675.686118,1,339,6200,590,195,14.152829,0.019182,0.143311,670,42,47,148,6,5,16,23,16,,,,,,,,,0,2,5,5,5,6,0,0,0,0,0,0,6,6,6,19,0
wrpy_score_v4,827,1341846675.718055,1,340,6240,570,177,14.170688,0.017858,0.170895,661,41,42,134,2,2,4,17,14,,,,,,,,,0,1,2,0,2,2,0,0,0,0,0,0,2,2,2,9,0
wrpy_score_v4,829,1341846675.786330,1,339,6081,566,162,14.216949,0.023505,0.215120,581,31,25,205,2,0,12,28,25,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,5,0
wrpy_score_v4,830,1341846675.818106,1,340,6233,551,170,14.238453,0.021503,0.053271,698,28,30,35,0,0,,24,22,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,4,0
wrpy_score_v4,831,1341846675.854095,1,341,6305,619,204,14.268038,0.029585,0.065804,702,19,17,75,0,0,,23,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,832,1341846675.886163,1,342,6422,561,146,14.291509,0.023471,0.077796,651,14,6,96,0,0,,23,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
wrpy_score_v4,834,1341846675.961651,1,342,6226,517,141,14.342477,0.035041,0.181501,451,33,31,253,0,0,,46,27,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,5,0
wrpy_score_v4,835,1341846676.028080,1,343,6290,475,91,14.403061,0.060584,0.158783,479,14,16,209,0,0,,61,11,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,3,0
wrpy_score_v4,836,1341846676.054246,1,344,6278,518,122,14.413195,0.010134,0.198477,487,27,13,221,5,0,22,37,36,,,,,,,,,0,0,0,0,0,5,0,0,0,0,0,0,5,5,5,13,0
wrpy_score_v4,837,1341846676.086207,1,345,6252,482,104,14.442720,0.029525,0.188376,368,7,22,222,0,0,,29,25,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,10,0
wrpy_score_v4,838,1341846676.122163,1,346,6119,492,88,14.485724,0.043004,0.201865,366,14,13,229,0,0,,40,30,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,11,0
wrpy_score_v4,839,1341846676.154447,1,347,6150,463,93,14.513872,0.028149,0.131644,421,24,20,142,1,0,1,25,2,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,3,0
